name,assignment,length,begin,end,species,species-score,type,type support,major lineage,major lineage support,minor lineage,minor lineage support,minor lineage,minor lineage support
MF033239,1I_E.1,10735,1,10735,dengue virus type 1,,I,100,E,100,1,100,,
MF033240,1I_K.2,10735,1,10735,dengue virus type 1,,I,100,K,100,2,100,,
MF033241,1III_A,10686,1,10707,dengue virus type 1,,III,100,A,100,,,,
MF033242,1III_A,10714,1,10735,dengue virus type 1,,III,100,A,100,,,,
MF033243,1III_A,10714,1,10735,dengue virus type 1,,III,100,A,100,,,,
MF033244,1I_K,10735,1,10735,dengue virus type 1,,I,100,K,64,Could not assign,,,
MF033245,1I_K.2,10735,1,10735,dengue virus type 1,,I,100,K,100,2,100,,
MF033246,1I_K,10735,1,10735,dengue virus type 1,,I,100,K,100,Related to but not part of 1,,,
MF033247,1I_K.2,10735,1,10735,dengue virus type 1,,I,100,K,100,2,100,,
MF033248,1I_K,10735,1,10735,dengue virus type 1,,I,100,K,70,Could not assign,,,
MF033249,1I_K.2,10680,1,10680,dengue virus type 1,,I,100,K,100,2,100,,
MF033250,1I_K,10681,1,10681,dengue virus type 1,,I,100,K,100,Related to but not part of 1,,,
MF033251,1III_A,10714,1,10735,dengue virus type 1,,III,100,A,100,,,,
MF033252,1III_A,10714,1,10735,dengue virus type 1,,III,100,A,100,,,,
MF033253,1III_A,10714,1,10735,dengue virus type 1,,III,100,A,99,,,,
MF033254,1I_E.1,10690,1,10690,dengue virus type 1,,I,100,E,100,1,100,,
MF033255,1III_A,10714,1,10735,dengue virus type 1,,III,100,A,100,,,,
AB189120,1IV_A,10735,1,10735,dengue virus type 1,,IV,100,A,100,,,,
MF033256,1III_A,10714,1,10735,dengue virus type 1,,III,100,A,100,,,,
MF033257,1I_K,10735,1,10735,dengue virus type 1,,I,100,K,100,Related to but not part of 1,,,
MF033258,1I_K,10676,1,10676,dengue virus type 1,,I,100,K,100,Related to but not part of 1,,,
MF033259,1I_K.2,10677,1,10677,dengue virus type 1,,I,100,K,100,2,100,,
MF033260,1I_K.1,10735,1,10735,dengue virus type 1,,I,100,K,100,1,100,,
MF033261,1III_A,10714,1,10735,dengue virus type 1,,III,100,A,99,,,,
AB189121,1IV_C,10735,1,10735,dengue virus type 1,,IV,100,C,100,,,,
AB195673,1IV_A,10718,1,10735,dengue virus type 1,,IV,100,A,100,,,,
MN621140,1I_E,10723,15,10735,dengue virus type 1,,I,100,E,100,Could not assign,,,
HM631850,1I_G,10480,37,10517,dengue virus type 1,,I,100,G,100,,,,
HM631851,1I_E,10385,56,10440,dengue virus type 1,,I,100,E,100,Related to but not part of 1,,,
HM631853,1I_E,10657,38,10697,dengue virus type 1,,I,100,E,100,Could not assign,,,
HM631852,1I_E,10674,37,10712,dengue virus type 1,,I,100,E,100,Could not assign,,,
HM631855,1V_C,10645,58,10706,dengue virus type 1,,V,100,C,100,,,,
LC410183,1I_H.1,10694,21,10714,dengue virus type 1,,I,100,H,100,1,100,,
LC428053,1I_E.1,10179,95,10273,dengue virus type 1,,I,100,E,100,1,100,,
LC428054,1I_E.1,10179,95,10273,dengue virus type 1,,I,100,E,100,1,100,,
LC428055,1I_E.1,10179,95,10273,dengue virus type 1,,I,100,E,100,1,100,,
LC428056,1I_E.1,10179,95,10273,dengue virus type 1,,I,100,E,100,1,100,,
LC428057,1I_E.1,10179,95,10273,dengue virus type 1,,I,100,E,100,1,100,,
LC428058,1I_E.1,10179,95,10273,dengue virus type 1,,I,100,E,100,1,100,,
LC428059,1I_E.1,10179,95,10273,dengue virus type 1,,I,100,E,100,1,100,,
LC428060,1I_E.1,10179,95,10273,dengue virus type 1,,I,100,E,100,1,100,,
LC428061,1I_E,10179,95,10273,dengue virus type 1,,I,100,E,100,Could not assign,,,
LC428062,1I_E.1,10179,95,10273,dengue virus type 1,,I,100,E,100,1,100,,
LC428063,1I_E,10179,95,10273,dengue virus type 1,,I,100,E,100,Could not assign,,,
LC428064,1I_E,10179,95,10273,dengue virus type 1,,I,100,E,100,Could not assign,,,
LC428065,1I_E,10179,95,10273,dengue virus type 1,,I,100,E,100,Could not assign,,,
LC428066,1I_E,10179,95,10273,dengue virus type 1,,I,100,E,100,Could not assign,,,
LC428067,1I_E,10179,95,10273,dengue virus type 1,,I,100,E,100,Could not assign,,,
LC428068,1I_E,10179,95,10273,dengue virus type 1,,I,100,E,100,Could not assign,,,
LC428069,1I_E,10179,95,10273,dengue virus type 1,,I,100,E,100,Related to but not part of 1,,,
LC428070,1I_E,10179,95,10273,dengue virus type 1,,I,100,E,100,Could not assign,,,
LC428071,1I_E.1,10179,95,10273,dengue virus type 1,,I,100,E,100,1,100,,
LC428072,1I_E.1,10179,95,10273,dengue virus type 1,,I,100,E,100,1,100,,
LC428073,1I_E.1,10179,95,10273,dengue virus type 1,,I,100,E,100,1,100,,
LC428074,1I_E,10179,95,10273,dengue virus type 1,,I,100,E,100,Could not assign,,,
LC428075,1I_E,10179,95,10273,dengue virus type 1,,I,100,E,100,Could not assign,,,
LC428076,1I_E,10179,95,10273,dengue virus type 1,,I,100,E,100,Could not assign,,,
LC428077,1I_E,10179,95,10273,dengue virus type 1,,I,100,E,100,Could not assign,,,
LC428078,1I_E,10179,95,10273,dengue virus type 1,,I,100,E,100,Related to but not part of 1,,,
LC428079,1I_E.1,10179,95,10273,dengue virus type 1,,I,100,E,100,1,100,,
LC428080,1I_E.1,10179,95,10273,dengue virus type 1,,I,100,E,100,1,100,,
LC436667,1III_A,10673,21,10714,dengue virus type 1,,III,100,A,100,,,,
LC436668,1III_A,10673,21,10714,dengue virus type 1,,III,100,A,100,,,,
AB204803,1IV_A,10706,1,10735,dengue virus type 1,,IV,100,A,100,,,,
KT827364,1IV_C,10611,33,10643,dengue virus type 1,,IV,100,C,100,,,,
KT827365,1I_H.1,10575,27,10601,dengue virus type 1,,I,100,H,100,1,100,,
KT827366,1IV_C,10616,26,10641,dengue virus type 1,,IV,100,C,100,,,,
KT827367,1IV_B.1,10592,50,10641,dengue virus type 1,,IV,100,B,100,1,100,,
KT827368,1I_K,10556,47,10602,dengue virus type 1,,I,100,K,99,Could not assign,,,
KT827369,1I_G,10573,51,10623,dengue virus type 1,,I,100,G,100,,,,
KT827370,1I_K.3,10602,47,10648,dengue virus type 1,,I,100,K,100,3,100,,
KT827371,1I_J,10585,29,10614,dengue virus type 1,,I,100,J,100,,,,
KT827372,1I_K.3,10624,30,10653,dengue virus type 1,,I,100,K,100,3,100,,
KT827373,1I_K,10600,39,10638,dengue virus type 1,,I,100,K,100,Related to but not part of 1,,,
KT827374,1III_A,10596,26,10642,dengue virus type 1,,III,100,A,100,,,,
KT827375,1III_A,10594,28,10642,dengue virus type 1,,III,100,A,100,,,,
KT827376,1I_K.3,10615,26,10640,dengue virus type 1,,I,100,K,100,3,100,,
KT827377,1III_A,10594,28,10642,dengue virus type 1,,III,100,A,100,,,,
KT827378,1III_A,10606,15,10641,dengue virus type 1,,III,100,A,100,,,,
KT827379,1I_K.3,10627,15,10641,dengue virus type 1,,I,100,K,100,3,100,,
MH271402,1I_K.3,10630,79,10708,dengue virus type 1,,I,100,K,100,3,100,,
MH271403,1I_K,10711,4,10714,dengue virus type 1,,I,100,K,100,Related to but not part of 1,,,
MH271404,1I_K.2,10690,11,10700,dengue virus type 1,,I,100,K,100,2,100,,
MH271405,1III_A,10638,1,10659,dengue virus type 1,,III,100,A,100,,,,
MH271406,1III_A,10625,11,10656,dengue virus type 1,,III,100,A,100,,,,
MN886865,1III_A,10721,1,10735,dengue virus type 1,,III,100,A,100,,,,
MN886870,1III_A,10722,1,10735,dengue virus type 1,,III,100,A,100,,,,
MN886874,1III_A,10722,1,10735,dengue virus type 1,,III,100,A,100,,,,
MN886876,1III_A,10720,3,10735,dengue virus type 1,,III,100,A,100,,,,
MH450312,1V_D.1,10752,1,10735,dengue virus type 1,,V,100,D,100,1,100,,
KU666939,1I_K,10368,50,10417,dengue virus type 1,,I,100,K,100,Related to but not part of 1,,,
KU666940,1I_K.2,10291,63,10359,dengue virus type 1,,I,100,K,100,2,100,,
KU666942,1I_K.2,10355,63,10437,dengue virus type 1,,I,100,K,100,2,100,,
KU666941,1I_K.2,10243,63,10305,dengue virus type 1,,I,100,K,100,2,100,,
KP686070,1III_A,10670,1,10690,dengue virus type 1,,III,100,A,100,,,,
FJ810415,1V_E,10685,23,10706,dengue virus type 1,,V,100,E,100,,,,
FJ810419,1V_C,10690,23,10712,dengue virus type 1,,V,100,C,100,,,,
MK588396,1III_A,10734,2,10734,dengue virus type 1,,III,100,A,99,,,,
MK588397,1III_A,10624,3,10631,dengue virus type 1,,III,100,A,99,,,,
KY474303,1V_D.1,10678,35,10712,dengue virus type 1,,V,100,D,100,1,100,,
KY474304,1V_D.1,10678,35,10712,dengue virus type 1,,V,100,D,100,1,100,,
KY474305,1V_F,10676,36,10712,dengue virus type 1,,V,100,F,100,,,,
KY474306,1V_F,10677,35,10712,dengue virus type 1,,V,100,F,100,,,,
KY474307,1V_D.1,10677,36,10712,dengue virus type 1,,V,100,D,100,1,100,,
KY496854,1IV_B.1,10689,23,10711,dengue virus type 1,,IV,100,B,100,1,100,,
KY496855,1IV_B.1,10689,23,10711,dengue virus type 1,,IV,100,B,100,1,100,,
KY496856,1I,10689,23,10711,dengue virus type 1,,I,100,Could not assign,,,,,
KP723473,1III_A,10630,32,10682,dengue virus type 1,,III,100,A,100,,,,
KP723476,1I_K.2,10628,55,10682,dengue virus type 1,,I,100,K,100,2,100,,
FJ850068,1I_H,10676,37,10712,dengue virus type 1,,I,100,H,100,Related to but not part of 2,,,
FJ850069,1I_D,10646,37,10682,dengue virus type 1,,I,100,D,100,,,,
MT076932,1II,10735,1,10735,dengue virus type 1,,II,100,,,,,,
MT076933,1II,10735,1,10735,dengue virus type 1,,II,100,,,,,,
MT076934,1II,10735,1,10735,dengue virus type 1,,II,100,,,,,,
MT076935,1II,10735,1,10735,dengue virus type 1,,II,100,,,,,,
FJ850070,1V_A,10677,35,10712,dengue virus type 1,,V,100,A,100,,,,
FJ850071,1V_A,10685,30,10712,dengue virus type 1,,V,100,A,100,,,,
FJ850073,1V,10692,23,10712,dengue virus type 1,,V,100,Could not assign,,,,,
FJ850075,1V_A,10683,23,10705,dengue virus type 1,,V,100,A,100,,,,
FJ850077,1V_A,10684,23,10706,dengue virus type 1,,V,100,A,100,,,,
FJ850081,1V_A,10688,23,10710,dengue virus type 1,,V,100,A,100,,,,
FJ850084,1V_A,10686,23,10706,dengue virus type 1,,V,100,A,100,,,,
FJ850087,1V_A,10690,23,10712,dengue virus type 1,,V,100,A,100,,,,
MK858117,1III_A,10736,1,10735,dengue virus type 1,,III,100,A,100,,,,
MK858121,1I_H.1,10735,1,10735,dengue virus type 1,,I,100,H,100,1,100,,
MK858126,1III_B,10737,1,10735,dengue virus type 1,,III,100,B,100,,,,
FJ850090,1V_A,10673,37,10711,dengue virus type 1,,V,100,A,100,,,,
MK858127,1III_A,10735,1,10735,dengue virus type 1,,III,100,A,99,,,,
MK858128,1III_A,10734,2,10735,dengue virus type 1,,III,100,A,99,,,,
MK858130,1III_B,10737,1,10735,dengue virus type 1,,III,100,B,100,,,,
MK858131,1III_B,10737,1,10735,dengue virus type 1,,III,100,B,100,,,,
MK858133,1III_A,10736,1,10735,dengue virus type 1,,III,100,A,100,,,,
MK858135,1III_A,10736,1,10735,dengue virus type 1,,III,100,A,99,,,,
FJ850093,1V_F,10690,23,10712,dengue virus type 1,,V,100,F,100,,,,
MK858137,1III_B,10737,1,10735,dengue virus type 1,,III,100,B,100,,,,
MK858138,1I_H.1,10735,1,10735,dengue virus type 1,,I,100,H,100,1,100,,
MK858139,1III_A,10736,1,10735,dengue virus type 1,,III,100,A,99,,,,
FJ850099,1V_F,10685,23,10706,dengue virus type 1,,V,100,F,100,,,,
FJ850100,1V_F,10690,23,10712,dengue virus type 1,,V,100,F,100,,,,
FJ850101,1V_F,10690,23,10712,dengue virus type 1,,V,100,F,100,,,,
FJ850102,1V_E,10690,23,10712,dengue virus type 1,,V,100,E,100,,,,
FJ850103,1V_E,10678,35,10712,dengue virus type 1,,V,100,E,100,,,,
FJ850104,1V,10690,23,10712,dengue virus type 1,,V,100,Could not assign,,,,,
FJ850113,1V_C,10690,23,10712,dengue virus type 1,,V,100,C,100,,,,
FJ850114,1V_C,10714,23,10735,dengue virus type 1,,V,100,C,100,,,,
KT187559,1III_A,10714,1,10735,dengue virus type 1,,III,100,A,100,,,,
KT187560,1III_A,10714,1,10735,dengue virus type 1,,III,100,A,100,,,,
FJ859029,1I_G,10676,37,10712,dengue virus type 1,,I,100,G,100,,,,
KT187561,1III_A,10714,1,10735,dengue virus type 1,,III,100,A,100,,,,
KT187562,1III_A,10714,1,10735,dengue virus type 1,,III,100,A,100,,,,
KT187563,1III_A,10714,1,10735,dengue virus type 1,,III,100,A,100,,,,
KT187564,1I_K.3,10735,1,10735,dengue virus type 1,,I,100,K,100,3,100,,
MF314188,1I_K,10706,10,10715,dengue virus type 1,,I,100,K,100,Related to but not part of 1,,,
KC692495,1V_E,10735,1,10735,dengue virus type 1,,V,100,E,100,,,,
MF405201,1I_H.1,10821,1,10735,dengue virus type 1,,I,100,H,100,1,100,,
HQ166035,1V_C,10650,57,10706,dengue virus type 1,,V,100,C,100,,,,
HQ166036,1V_C,10675,23,10688,dengue virus type 1,,V,100,C,100,,,,
FJ873809,1V_F,10684,23,10706,dengue virus type 1,,V,100,F,100,,,,
FJ873810,1V_E,10690,23,10712,dengue virus type 1,,V,100,E,100,,,,
KC692496,1V_E,10735,1,10735,dengue virus type 1,,V,100,E,100,,,,
FJ873814,1V_C,10672,38,10712,dengue virus type 1,,V,100,C,100,,,,
FJ882515,1I_C,10688,23,10710,dengue virus type 1,,I,100,C,100,,,,
FJ882516,1I_K,10690,23,10712,dengue virus type 1,,I,100,K,100,Could not assign,,,
FJ882517,1I_G,10688,23,10710,dengue virus type 1,,I,100,G,100,,,,
FJ882518,1I_C,10684,23,10712,dengue virus type 1,,I,100,C,100,,,,
FJ882519,1I_G,10690,23,10712,dengue virus type 1,,I,100,G,100,,,,
FJ882520,1I_D,10690,23,10712,dengue virus type 1,,I,100,D,100,,,,
FJ882521,1I_G,10690,23,10712,dengue virus type 1,,I,100,G,100,,,,
FJ882523,1I_C,10690,23,10712,dengue virus type 1,,I,100,C,100,,,,
FJ882522,1I_E,10690,23,10712,dengue virus type 1,,I,100,E,100,Related to but not part of 1,,,
FJ882524,1I_C,10690,23,10712,dengue virus type 1,,I,100,C,100,,,,
FJ882525,1I_G,10690,23,10712,dengue virus type 1,,I,100,G,100,,,,
FJ882526,1I_G,10690,23,10712,dengue virus type 1,,I,100,G,100,,,,
FJ882527,1I_G,10690,23,10712,dengue virus type 1,,I,100,G,100,,,,
FJ882528,1I_K,10690,23,10712,dengue virus type 1,,I,100,K,100,Could not assign,,,
FJ882529,1I_G,10690,23,10712,dengue virus type 1,,I,100,G,100,,,,
FJ882530,1I_G,10690,23,10712,dengue virus type 1,,I,100,G,100,,,,
FJ882531,1I_G,10690,23,10712,dengue virus type 1,,I,100,G,100,,,,
FJ882532,1I_G,10690,23,10712,dengue virus type 1,,I,100,G,100,,,,
FJ882533,1I_C,10690,23,10712,dengue virus type 1,,I,100,C,100,,,,
FJ882534,1I_K,10690,23,10712,dengue virus type 1,,I,100,K,100,Could not assign,,,
FJ882535,1I_G,10690,23,10712,dengue virus type 1,,I,100,G,100,,,,
FJ882536,1I_K,10690,23,10712,dengue virus type 1,,I,100,K,100,Could not assign,,,
FJ882537,1I_D,10690,23,10712,dengue virus type 1,,I,100,D,100,,,,
FJ882538,1I_G,10690,23,10712,dengue virus type 1,,I,100,G,100,,,,
FJ882539,1I_G,10690,23,10712,dengue virus type 1,,I,100,G,100,,,,
MN018285,1I_K.2,10735,1,10735,dengue virus type 1,,I,100,K,100,2,100,,
MN018286,1III_A,10735,1,10735,dengue virus type 1,,III,100,A,100,,,,
MN018287,1III_A,10735,1,10735,dengue virus type 1,,III,100,A,100,,,,
MN018288,1I_K.2,10735,1,10735,dengue virus type 1,,I,100,K,100,2,100,,
FJ882540,1I_G,10690,23,10712,dengue virus type 1,,I,100,G,100,,,,
MN018289,1I_K,10735,1,10735,dengue virus type 1,,I,100,K,100,Related to but not part of 1,,,
MN018290,1IV_B.1,10735,1,10735,dengue virus type 1,,IV,100,B,100,1,100,,
MN018291,1I_K.1,10735,1,10735,dengue virus type 1,,I,100,K,100,1,100,,
MN018292,1I_K.2,10735,1,10735,dengue virus type 1,,I,100,K,100,2,100,,
MN018293,1I_K.2,10735,1,10735,dengue virus type 1,,I,100,K,100,2,100,,
FJ882541,1I_D,10690,23,10712,dengue virus type 1,,I,100,D,100,,,,
MN018294,1III_A,10735,1,10735,dengue virus type 1,,III,100,A,100,,,,
MN018295,1I_K.3,10735,1,10735,dengue virus type 1,,I,100,K,100,3,100,,
MN018296,1I_J,10735,1,10735,dengue virus type 1,,I,100,J,100,,,,
MN018297,1IV_B.1,10735,1,10735,dengue virus type 1,,IV,100,B,100,1,100,,
MN018298,1I_K.1,10735,1,10735,dengue virus type 1,,I,100,K,100,1,100,,
FJ882542,1I_C,10684,23,10712,dengue virus type 1,,I,100,C,100,,,,
MN018299,1I_K,10735,1,10735,dengue virus type 1,,I,100,K,100,Related to but not part of 1,,,
MN018300,1I_K.3,10735,1,10735,dengue virus type 1,,I,100,K,100,3,100,,
MN018301,1I_K.3,10735,1,10735,dengue virus type 1,,I,100,K,100,3,100,,
MN018302,1III_A,10735,1,10735,dengue virus type 1,,III,100,A,100,,,,
MN018303,1I_H.1,10735,1,10735,dengue virus type 1,,I,100,H,100,1,100,,
FJ882543,1I_C,10690,23,10712,dengue virus type 1,,I,100,C,100,,,,
MN018304,1I_K.2,10735,1,10735,dengue virus type 1,,I,100,K,100,2,100,,
MN018305,1I_K,10735,1,10735,dengue virus type 1,,I,100,K,100,Related to but not part of 1,,,
MN018306,1I_K.1,10735,1,10735,dengue virus type 1,,I,100,K,100,1,100,,
MN018307,1I_E.1,10735,1,10735,dengue virus type 1,,I,100,E,100,1,100,,
MN018308,1III_A,10735,1,10735,dengue virus type 1,,III,100,A,100,,,,
FJ882544,1I_E,10673,38,10712,dengue virus type 1,,I,100,E,100,Related to but not part of 1,,,
MN018309,1III_A,10735,1,10735,dengue virus type 1,,III,100,A,100,,,,
MN018310,1I_K.3,10735,1,10735,dengue virus type 1,,I,100,K,100,3,100,,
MN018311,1I_J,10735,1,10735,dengue virus type 1,,I,100,J,100,,,,
MN018312,1I_J,10735,1,10735,dengue virus type 1,,I,100,J,100,,,,
MN018313,1I_J,10735,1,10735,dengue virus type 1,,I,100,J,100,,,,
FJ882545,1I_K,10690,23,10712,dengue virus type 1,,I,100,K,100,Could not assign,,,
MN018314,1I_K,10735,1,10735,dengue virus type 1,,I,100,K,100,Related to but not part of 1,,,
MN018315,1I_K.2,10735,1,10735,dengue virus type 1,,I,100,K,100,2,100,,
MN018316,1I_K.2,10735,1,10735,dengue virus type 1,,I,100,K,100,2,100,,
MN018317,1I_K,10735,1,10735,dengue virus type 1,,I,100,K,100,Related to but not part of 1,,,
MN018318,1IV_B.1,10735,1,10735,dengue virus type 1,,IV,100,B,100,1,100,,
FJ882546,1I_K,10681,23,10706,dengue virus type 1,,I,100,K,100,Could not assign,,,
MN018319,1III_A,10735,1,10735,dengue virus type 1,,III,100,A,100,,,,
MN018320,1I_H.1,10735,1,10735,dengue virus type 1,,I,100,H,100,1,100,,
MN018321,1I_K,10735,1,10735,dengue virus type 1,,I,100,K,73,Could not assign,,,
MN018322,1I_K.2,10735,1,10735,dengue virus type 1,,I,100,K,100,2,100,,
MN018323,1I_K,10735,1,10735,dengue virus type 1,,I,100,K,100,Related to but not part of 1,,,
FJ882547,1I_K,10664,37,10706,dengue virus type 1,,I,100,K,100,Could not assign,,,
MN018324,1I_K,10735,1,10735,dengue virus type 1,,I,100,K,100,Related to but not part of 1,,,
MN018325,1I_K.3,10735,1,10735,dengue virus type 1,,I,100,K,100,3,100,,
MN018326,1I_E.1,10735,1,10735,dengue virus type 1,,I,100,E,100,1,100,,
MN018327,1I_E.1,10735,1,10735,dengue virus type 1,,I,100,E,100,1,100,,
MN018328,1III_A,10735,1,10735,dengue virus type 1,,III,100,A,100,,,,
FJ882548,1I_K,10684,23,10706,dengue virus type 1,,I,100,K,100,Could not assign,,,
MN018329,1I_K.2,10735,1,10735,dengue virus type 1,,I,100,K,100,2,100,,
MN018330,1I_K.2,10735,1,10735,dengue virus type 1,,I,100,K,100,2,100,,
MN018331,1I_K.2,10735,1,10735,dengue virus type 1,,I,100,K,100,2,100,,
MN018332,1I_E.1,10735,1,10735,dengue virus type 1,,I,100,E,100,1,100,,
FJ882549,1I_D,10665,32,10697,dengue virus type 1,,I,100,D,100,,,,
MN018333,1I_E.1,10735,1,10735,dengue virus type 1,,I,100,E,100,1,100,,
MN018334,1I_E.1,10735,1,10735,dengue virus type 1,,I,100,E,100,1,100,,
MN018335,1I_K,10735,1,10735,dengue virus type 1,,I,100,K,67,Could not assign,,,
MN018336,1I_K.2,10735,1,10735,dengue virus type 1,,I,100,K,100,2,100,,
FJ882550,1I_C,10690,23,10712,dengue virus type 1,,I,100,C,100,,,,
FJ882551,1I_G,10690,23,10712,dengue virus type 1,,I,100,G,100,,,,
FJ882552,1I_G,10690,23,10712,dengue virus type 1,,I,100,G,100,,,,
FJ882553,1I_E,10680,32,10712,dengue virus type 1,,I,100,E,100,Related to but not part of 1,,,
KC692497,1V_E,10735,1,10735,dengue virus type 1,,V,100,E,100,,,,
FJ882554,1I_E,10676,37,10712,dengue virus type 1,,I,100,E,100,Could not assign,,,
FJ882555,1I_G,10678,34,10712,dengue virus type 1,,I,100,G,100,,,,
MT447147,1I_K.1,10737,1,10735,dengue virus type 1,,I,100,K,100,1,100,,
FJ882556,1I_E,10690,23,10712,dengue virus type 1,,I,100,E,100,Could not assign,,,
FJ882558,1I_G,10690,23,10712,dengue virus type 1,,I,100,G,100,,,,
FJ882559,1I_G,10690,23,10712,dengue virus type 1,,I,100,G,100,,,,
FJ882560,1I_E,10690,23,10712,dengue virus type 1,,I,100,E,100,Could not assign,,,
FJ882561,1I_C,10676,37,10712,dengue virus type 1,,I,100,C,100,,,,
MF681692,1I_K.1,10735,1,10734,dengue virus type 1,,I,100,K,100,1,100,,
MF681693,1I_K.1,10735,1,10734,dengue virus type 1,,I,100,K,100,1,100,,
FJ882562,1I_K,10676,37,10712,dengue virus type 1,,I,100,K,100,Could not assign,,,
MF683116,1I_K.1,10735,1,10734,dengue virus type 1,,I,100,K,100,1,100,,
MF683117,1I_K.1,10735,1,10734,dengue virus type 1,,I,100,K,100,1,100,,
FJ882563,1I_K,10674,39,10712,dengue virus type 1,,I,100,K,100,Could not assign,,,
MH921566,1IV_A,10706,1,10735,dengue virus type 1,,IV,100,A,100,,,,
MH921567,1IV_A,10706,1,10735,dengue virus type 1,,IV,100,A,100,,,,
KC692498,1V_E,10735,1,10735,dengue virus type 1,,V,100,E,100,,,,
FJ882564,1I_C,10681,29,10709,dengue virus type 1,,I,100,C,100,,,,
FJ882565,1I_C,10674,37,10710,dengue virus type 1,,I,100,C,100,,,,
MF797878,1V_D.1,10687,3,10689,dengue virus type 1,,V,100,D,100,1,100,,
FJ882566,1I_C,10688,23,10710,dengue virus type 1,,I,100,C,100,,,,
FJ882567,1I_C,10690,23,10712,dengue virus type 1,,I,100,C,100,,,,
FJ882568,1I_C,10676,23,10698,dengue virus type 1,,I,100,C,100,,,,
FJ882569,1I_C,10690,23,10712,dengue virus type 1,,I,100,C,100,,,,
FJ882570,1I_C,10690,23,10712,dengue virus type 1,,I,100,C,100,,,,
FJ882579,1V_F,10674,38,10712,dengue virus type 1,,V,100,F,100,,,,
KF184975,1VI_A,10602,49,10652,dengue virus type 1,,VI,100,A,100,,,,
FJ898371,1I_C,10674,39,10712,dengue virus type 1,,I,100,C,100,,,,
FJ898372,1I_K,10690,23,10712,dengue virus type 1,,I,100,K,100,Could not assign,,,
FJ898373,1I_D,10680,32,10712,dengue virus type 1,,I,100,D,100,,,,
FJ898374,1I_C,10674,38,10712,dengue virus type 1,,I,100,C,100,,,,
FJ898375,1I_G,10690,23,10712,dengue virus type 1,,I,100,G,100,,,,
FJ898376,1I_C,10689,23,10712,dengue virus type 1,,I,100,C,100,,,,
FJ898377,1I_G,10690,23,10712,dengue virus type 1,,I,100,G,100,,,,
FJ898378,1I_G,10677,36,10712,dengue virus type 1,,I,100,G,100,,,,
FJ898379,1I_E,10674,38,10712,dengue virus type 1,,I,100,E,100,Could not assign,,,
KC692499,1V_E,10735,1,10735,dengue virus type 1,,V,100,E,100,,,,
FJ898380,1I_E,10676,37,10712,dengue virus type 1,,I,100,E,100,Could not assign,,,
FJ898381,1I_G,10680,30,10712,dengue virus type 1,,I,100,G,100,,,,
FJ898382,1I_E,10690,23,10712,dengue virus type 1,,I,100,E,100,Could not assign,,,
FJ898383,1I_E,10690,23,10712,dengue virus type 1,,I,100,E,100,Could not assign,,,
FJ898384,1I_G,10690,23,10712,dengue virus type 1,,I,100,G,100,,,,
FJ898385,1I_C,10690,23,10712,dengue virus type 1,,I,100,C,100,,,,
FJ898386,1I_C,10690,23,10712,dengue virus type 1,,I,100,C,100,,,,
FJ898387,1I_G,10654,37,10691,dengue virus type 1,,I,100,G,100,,,,
FJ898388,1I_G,10690,23,10712,dengue virus type 1,,I,100,G,100,,,,
FJ898389,1I_C,10690,23,10712,dengue virus type 1,,I,100,C,100,,,,
FJ898390,1I_C,10676,37,10712,dengue virus type 1,,I,100,C,100,,,,
FJ898391,1I_G,10690,23,10712,dengue virus type 1,,I,100,G,100,,,,
FJ898392,1I,10690,23,10712,dengue virus type 1,,I,100,Related to but not part of C,,,,,
FJ898393,1I_C,10687,26,10712,dengue virus type 1,,I,100,C,100,,,,
FJ898394,1I_C,10677,36,10712,dengue virus type 1,,I,100,C,100,,,,
FJ898395,1I_K,10681,32,10712,dengue virus type 1,,I,100,K,100,Could not assign,,,
FJ898396,1I_C,10719,23,10735,dengue virus type 1,,I,100,C,100,,,,
FJ898397,1I_G,10680,32,10712,dengue virus type 1,,I,100,G,100,,,,
FJ898398,1I_G,10688,23,10710,dengue virus type 1,,I,100,G,100,,,,
KC692500,1V_E,10735,1,10735,dengue virus type 1,,V,100,E,100,,,,
FJ898399,1I_G,10690,23,10712,dengue virus type 1,,I,100,G,100,,,,
FJ898400,1I_G,10688,23,10710,dengue virus type 1,,I,100,G,100,,,,
FJ898401,1I_G,10690,23,10712,dengue virus type 1,,I,100,G,100,,,,
FJ898402,1I_G,10690,23,10712,dengue virus type 1,,I,100,G,100,,,,
FJ898403,1I_G,10690,23,10712,dengue virus type 1,,I,100,G,100,,,,
FJ898404,1I_C,10689,23,10712,dengue virus type 1,,I,100,C,100,,,,
FJ898405,1I_C,10679,33,10712,dengue virus type 1,,I,100,C,100,,,,
FJ898406,1I_C,10690,23,10712,dengue virus type 1,,I,100,C,100,,,,
FJ898407,1I_D,10672,41,10712,dengue virus type 1,,I,100,D,100,,,,
FJ898408,1I,10690,23,10712,dengue virus type 1,,I,100,Related to but not part of C,,,,,
FJ898409,1I_C,10684,23,10707,dengue virus type 1,,I,100,C,100,,,,
FJ898410,1I_G,10690,23,10712,dengue virus type 1,,I,100,G,100,,,,
FJ898411,1I_G,10690,23,10712,dengue virus type 1,,I,100,G,100,,,,
FJ898412,1I,10672,38,10712,dengue virus type 1,,I,100,Related to but not part of C,,,,,
FJ898413,1I_G,10684,23,10706,dengue virus type 1,,I,100,G,100,,,,
FJ898414,1I_C,10679,33,10712,dengue virus type 1,,I,100,C,100,,,,
